id,fiscalyear,Climate change,Climate adaptation,Climate mitigation,text,pred,pred_a,pred_m
P178634,2023,0.59,0.04,0.56,"Philippines First Sustainable Recovery DPL The DPL series aims to support the Government of the Philippines' reforms to: 1) accelerate the economic recovery and boost long-term growth; and 2) protect the environment and improve climate resilience.
 The development objective of the First Sustainable Recovery Development Policy Loan (DPL) for Philippines aims to support the Government of the Philippines’ reforms to: (1) accelerate the economic recovery and boost long-term growth; and (2) protect the environment and improve climate resilience. The project pillars are: pillar 1 includes reforms to attract private investment in infrastructure and renewable energy (RE) and promote green jobs and investments; and pillar 2 supports reforms to enhance plastic waste management, promote green transport and procurement, and strengthen the resilience of the agriculture sector.",0.5756012,0.04145491,0.5427183
P143608,2015,0.0,0.0,0.0,"Telangana Rural Inclusive Growth Project  The PDO is to enable selected poor households to enhance agricultural incomes and secure increased access to humandevelopment services and social entitlements.
 The objective of the Telangana Rural Inclusive Growth Project of India is to enable selected poor households to enhance agricultural incomes and secure increased access to human development services and social entitlements. The project is composed of five components.  The objective of the Value Chain Development component is to increase the income of 250,000 small and marginal farmers by at least 50 percent through productivity enhancement and improved market access.  The second component is Human Development (US$ 19 million). The vast network of women's groups has the ability to converge both nutrition sensitive and nutrition specific interventions at the village level to reach intended beneficiaries. The Digital Local Government (US$ 13 million) complements the Government of Telangana's efforts to strengthen panchayati raj institutions (PRI), this component aims to improve the coverage and service delivery of social protection entitlements to 500,000 of poorest households. Component four is ICT, TA and Partnerships (US$ 20 million). This component will create an enabling ecosystem for innovation and transformation in delivering good quality last-mile services planned under the components 1, 2 and 3. The final component is Project Implementation Support (US$11 million).  The objective of this component is to strengthen the project implementation and will finance dedicated staffing for the project activities, consultancies, training and related material, office equipment, and operational costs.",-0.0094019165,0.0027399287,-0.008075008
P174778,2021,0.76,0.74,0.02,"The Resilient Kerala Program The objective of the Program is to enhance Kerala’s resilience against the impacts of climate change and natural disasters, including disease outbreaks and pandemics. The development objective of the Resilient Kerala Program Program-for-Results Project in India is to enhance Kerala’s resilience against the impacts of climate change and natural disasters, including disease outbreaks and pandemics.  The Program consists of the following activities: Area 1, strengthening transversal systems for resilience includes: (1.1) sustainable fiscal and debt management; (1.2) comprehensive disaster risk finance and social protection system; (1.3) risk-informed urban master plans for cities and towns; and (1.4) risk-informed local disaster risk management plans. Area 2, embedding resilience in key economic sectors includes: (2.1) resilient public health systems; (2.2) integrated and sustainable water resources management; (2.3) sustainable and resilient agriculture systems; (2.4) climate resilient road infrastructure.",0.75623566,0.7229734,0.039423347
P167916,2020,0.41,0.33,0.08,"Africa CDC Regional Investment Financing Project The Project Development Objective is to support Africa CDC to strengthen continental and regional infectious disease detection and response systems. The development objective of Africa Centres for Disease Control and Prevention Regional Investment Financing Project is to support Africa CDC to strengthen continental and regional infectious disease detection and response systems. This project has five components. 1) The first component,  Governance, Advocacy, and Operational Frameworks, aims to support the development of consistent guidelines and standards for coordination between the Africa CDC Secretariat and the NHPIs across the continent, including provisions for sharing public health assets, transferring specimens, and sharing data on disease surveillance and outbreaks. It has following subcomponents: (i) Africa CDC; (ii) Ethiopia; and (iii) Zambia. 2) The second component, Public Health Assets, aims to support the establishment of a small number of fit-for-purpose laboratories, transnational surveillance networks, emergency-response mechanisms, and other health assets designed to manage disease risks on a regional or continental scale. It has the following subcomponents: (i) Africa CDC; (ii) Ethiopia; and (iii) Zambia. 3) The third component, Human Resources Development, aims to support the development of a diverse and skilled cadre of public health workers to fulfill the Africa CDC’s complex mandate and to ensure that the public health assets described above are fully utilized. It has following subcomponents: (i) Africa CDC; (ii) Ethiopia; and (iii) Zambia. 4) The fourth component, Project Management, aims to Implement the ACDCP will require administrative and human resources that exceed the current capacity of the implementing institutions. It has following subcomponents: (i) Africa CDC; (ii) Ethiopia; and (iii) Zambia. 5) The fifth component, The Contingent Emergency Response Component, aims to enable Ethiopia and Zambia to request and access rapid World Bank support for mitigation, response, and recovery in the affected area or areas. It has following subcomponents: (i) Ethiopia; and (ii) Zambia.",0.4062211,0.332622,0.07533151
P162349,2019,0.24,0.11,0.12,"Guizhou Aged Care System Development Program The PDO is to increase equitable access to a basic package of aged care services and to strengthen the quality of services and the efficiency of the aged care system. The development objective of the Guizhou Aged Care System Develop Program Project for China is to increase equitable access to a basic package of aged care services and to strengthen the quality of services and the efficiency of the aged care system. The program will expand the coverage of basic aged care services by providing total or partial subsidies for the services included in the basic package. Under the program, coverage will go beyond Tekun (current beneficiaries of publicly financed aged care services) and gradually expand to Dibao beneficiaries, low-income, empty-nest, and senior elderly with functional limitations, including dementia. The program boundary is defined along three dimensions: thematic activities, geographic coverage, and sources of financing.",0.23174047,0.113515615,0.115101315
P122320,2012,0.96,0.0,0.96,"Ulaanbaatar Clean Air Project The development objective (PDO) is to enable consumers in selected areas to access heating appliances and services producing less particulate matter emissions and to further develop selected medium-term particulate matter abatement measures in Ulaanbaatar in coordination with development partners. The development objective of the Ulaanbaatar Clean Air Project is to enable consumers in Ger areas to access heating appliances producing less particulate matter emissions and to further develop selected medium-term particulate matter abatement measures in Ulaanbaatar in coordination with development partners. There are three components to the project. The first component of the project is Ger area particulate matter mitigation. The second component of the project is particulate matter mitigation in Central Ulaanbaatar. This component has four sub-components as: 1) mitigation of fugitive dust from lack of city greening; 2) mitigation of dust from power plant emissions and ash ponds; 3) district heating feasibility study and knowledge building; and 4) affordable housing policy technical assistance. The third component of the project is public awareness raising, program coordination and project management.",0.95583373,0.0009013619,0.96183133
P151746,2016,0.0,0.0,0.0,"Modernization of Real Property Registration and Cadastre The Project’s Development Objective is to establish an efficient and accessible real property registration and cadastre system in the Republic of Uzbekistan as part of the national eGovernment structure and services. 

The project will  achieve this by: (i) improving business processes and customer orientation in the real property registry and cadastre; (ii) creating a fully digital real property registry and cadastre system (i.e. IISRPRC) accessible online to the public; (iii) improving the regulatory and operational environment of the real property registry and cadastre; (iv) facilitating spatial data access, exchange and sharing at national level; and (v) raising awareness on the importance of real property rights. The development objective of Modernization of Real Property Registration and Cadastre Project for Uzbekistan is to establish an efficient and accessible real property registration and cadastre system in the Republic of Uzbekistan as part of the national eGovernment structure and services. This project has four components. 1) The first component, Real Property Registry and Cadastre System Development, will support an incremental development and roll-out of Integrated Information System for Real Property Registration and Cadastre (IISRPRC) including the development of IISRPRC’s infrastructure and the revision and improvement of the operational environment, procedures, service standards, and applications. 2) The second component, Real Property Registration and Cadastre Data Development, will contribute to the operationalization of the eGovernment and National Geographical Information System (NGIS) programs by providing fundamental spatial datasets. 3) The third component, Use of Real Property Registry and Cadastre Data, will support enhanced interoperability and efficient data sharing and exchange with other governmental stakeholders, such as the State Tax Committee, the Census Registry, line ministries and regional and district governments, city administrations, etc. 4) The fourth component, Institutional Development and Project Management, will support the strengthening of the legislative and regulatory framework for real property registration and real property markets, agriculture modernization and farmland tenure, and institutional development of the country’s real property registry and cadastre.",0.0023198416,0.008729767,-0.0027184607
P169117,2019,0.46,0.01,0.45,"Energy Supply Reliability and Financial Recovery The objectives of the Project are to increase electricity supply reliability in the western part of Georgia, achieve the financial viability of GSE, and help it access long-term commercial financing. The development objective of the Energy Supply Reliability and Financial Recovery Project for Georgia are to increase electricity supply reliability in the western part of Georgia,achieve the financial viability of Georgian State Electrosystem (GSE), and help it access long‐term commercial financing.It has three components. First component,Strengthening of the power transmission network will also help to address the climate vulnerability risk due to expected increase in frequency of extreme winds, floods, landslides, and mudflows. This climate vulnerability risk would be mitigated by designing the electricity transmission towers to withstand the observed maximum winds in the specific locations along the Overhead Line (OHL) route. It has two sub-components. i) Construction of Jvari‐Tskaltubo 500 kV power transmission line and 500/220 kV Tskaltubo substation and ii) Project implementation support; Second component, Support to financial recovery of GSE and preparatory work to access the capital market will finance (i) development and implementation of a strategy for managing Foreign Exchange (FX) risks, (ii) some institutional strengthening measures that are essential for long‐term financial viability of GSE Group, and (iii) preparatory work to sustainably raise long‐term commercial financing.It has three sub-component. (i) Support to financial recovery, (ii) Preparatory work to access the capital markets and (iii) Support to execution of the transaction to access capital markets; Third component, Support to GSE to raise long‐term commercial financing will help GSE to access the domestic or international markets for long‐term commercial financing and establish a track record given that it has traditionally relied only on public resources to finance investments.",0.45036238,0.0035468545,0.43362963
P154840,2015,1.0,1.0,0.0,"Pacific Resilience Program The objective of the Project is to strengthen early warning, resilient investments and financial protection of Tonga. The projects under the Pacific Resilience Program cover the activities in the following areas: Tonga, Marshall Islands, Vanuatu, Secretariat of the Pacific Community, and Pacific Islands Forum Secretariat. The objective for Tonga (P154840) is to strengthen early warning, resilient investments and financial protection of Tonga. The program components are: Strengthening Early Warning and Preparedness; Risk Reduction and Resilient Investments; Disaster Risk Financing; and Project and Program Management. The objectives for both Marshall Islands (P155257) and for Vanuatu (P155256) is to strengthen the financial protection of the Republic of Marshall Islands and Vanuatu. The program components are: Strengthening Early Warning and Preparedness; Risk Reduction and Resilient Investments; Disaster Risk Financing; and Project and Program Management. The objective of the Secretariat of the Pacific Community Pacific Resilience Program (P147839) and the Pacific Islands Forum Secretariat Pacific Resilience Program (P155542) is to strengthen early warning, resilient investments and financial protection of participating Pacific Islands and countries. The program components are: Strengthening Early Warning and Preparedness; Mainstreaming Risk Reduction and Resilient Investments; Disaster Risk Financing; and Project and Program Management.",1.0263724,0.996287,0.014043813
P158119,2018,0.83,0.33,0.5,"Atal Bhujal Yojana (Abhy)-National Groundwater Management Improvement The PDO is to improve the management of groundwater resources in the selected States. The development objective of Atal Bhujal Yojana (ABHY) - National Groundwater Management Improvement Program for India is to improve the management of groundwater resources in selected states. The activities under the program are mapped to the two results areas. Activities under Results Area 1 will focus on : (a) introducing bottom‐up planning of groundwater interventions through community‐led Water Security Plan (WSPs); (b) improving government spending through the planning process; and (c) implementing participatory groundwater management, including both supply and demand side measures. Results Area 2 focuses on building institutional capacity at all levels, including improving groundwater information and making it publicly accessible. Results Area 2 also focuses on strengthening the results‐based culture for groundwater management within the Government of India (GoI) by improving output and outcome Monitoring and Evaluation (M and E).",0.8197164,0.33162066,0.48969588
P151803,2015,0.0,0.0,0.0,"Honduras Fiscal Sustainability and Enhanced Social Protection DPC Project Development Objective (Note: will be disclosed in the MOS)The Program Development Objective of the DPL series is to support the Government of Honduras to promote macroeconomic stability and enhance the management of social policies.Board Schedule Comments Achieving fiscal sustainability is critical for Honduras to escape from a cycle of low growth, high levels of public debt, high unemployment, and high extreme poverty. This program document proposes a Development Policy Credit (DPC) in the amount of US$55 million equivalent to support the Government of Honduras efforts to tackle an ongoing difficult fiscal situation paired with high levels of extreme poverty. The reforms supported by this operation are part of the Plan de Todos para una Vida Mejor, the strategy of the Government of Honduras, which sets development goals for improved governance, human development, and security. While building on lessons learned and progress achieved under previous World Bank Group operations, this operation benefits from strong political commitment of the current administration which has taken corrective actions in the past 12 months to address the weak fiscal stance. In particular, this operation supports measures to enhance fiscal management while protecting the most vulnerable. This operation is fully consistent with the World Bank Groups Strategy and is part of a coordinated effort with other International Financial Institutions.",-0.002506961,0.0036330065,-0.0038839402
P119380,2011,0.0,0.0,0.0,"GEF - Africa - 2nd phase fish. (GBissau) To strengthen the country's capacity to govern and manage targeted fisheries, reduce illegal fishing and increase local value addedto fish products. The development objective of the Second Adaptable Program Loan (APL-B1) of the West Africa Regional Fisheries Program Project is to strengthen the countries capacity to govern and manage targeted fisheries, reduce illegal fishing and increase local value added to fish products. There are four components to the project. The first component of the project is good governance and sustainable management of the fisheries. This component aims to build the capacity of the government and stakeholders to develop and implement policies through a shared approach that will ensure that the fish resources are used in a manner that is environmentally sustainable, socially equitable and economically profitable. The second component of the project is reduction of illegal fishing. This component aims to reduce the illegal fishing activities threatening the sustainable management of the marine fish resources and the wealth they can generate for the region. The third component of the project is to increasing the contribution of the fish resources to the local economy. The component aims to increase the benefits to West Africa from the marine fish resources, by increasing the share of the value-added captured in the region. The fourth component of the project is coordination, monitoring and evaluation and project management. This component aims to support countries to implement the program in the context of the Sub-Regional Fisheries Commission (CSRP) strategic action plan, and to monitor and evaluate results.",0.003925125,-0.005941768,0.0058586956
P164525,2019,0.0,0.0,0.0,"Senegal Second Multi-Sectoral Structural Reform DPF  Support Government'??s efforts in (i) strengthening the governance and management of the energy sector to reduce costs, improve reliability and facilitate equitable access; (ii) enhancing the legal and regulatory framework of the ICT sector to promote competition, investment and equitable access, and (iii) reinforcing policy, institutional, and financial foundations of the emerging digital economy. The Program Development Objective (PDO) is to support Government’s efforts in the following areas critical for building the foundations of a dynamic, innovative and inclusive economy: i. Strengthening the governance and management of the energy sector to reduce costs, improve reliability and facilitate equitable access; ii. Enhancing the legal and regulatory framework of the ICT sector to promote competition, investment and equitable access; and iii. Reinforcing the policy, institutional, and financial foundations of the digital economy. Under the program, Government reforms have already achieved some significant advances, fully in line with the World Bank Group’s (WBG) approach to Maximizing Financing for Development (MFD).In the Energy sector, with an aim of reducing the electricity costs through a cheaper and cleaner energy generation mix, the first DPF in the series (DPF 1) supported the adoption of the Strategic Electricity Generation Master Plan implemented by Independent Private Producers (IPPs) and further operationalized, under the second DPF (DPF 2), through an ambitious mid- and downstream gas-to-power strategy, which includes competitively procured infrastructure and appropriate arrangements for third party access. To further reduce costs and leverage private investment in the sector, the program promotes the institutional transformation of the state-owned utility into a commercially-oriented, financially resilient and credit-worthy company by establishing a focused performance contract with the Government and reinforcing its Board with independent directors. In parallel, to foster electricity access in rural areas, the program supports the Government’s public-private partnership (PPP) model by way of a sustainable tariff reform and expansion of the rural concession coverage. In the ICT sector, with an ultimate objective of increasing Internet penetration rate and lowering costs, the reforms, under DPF 1, allowed the entry of three new Internet Service Providers (ISPs) and, under DPF 2, has led to the adoption of a new Telecom Law and accompanying legal provisions that significantly enhance and modernize the regulatory environment, rendering it conducive to fair competition and private sector investment. Under DPF 2, the Program further supports decisions to strengthen the regulation of market dominant players, the opening of the critical 4G market, and new PPP arrangements to facilitate access of private operators to the vast but underused state-owned fiber optic network. In the DE sector, the program aims to improve the enabling environment for a competitive private sector start-ups ecosystem by increasing proactiveness of Government institutions in using digital technologies, including recent improvements in the coverage of e-taxation and e-payments, and a participatory process to create dedicated start-up regulation in Senegal.",0.0018076869,-0.0009486936,0.0047396603
P173398,2021,1.0,0.95,0.05,"Accelerating Impacts of CGIAR Climate Research for Africa (AICCRA) The Project Development Objective is to strengthen the capacity of governments, regional organizations, farmers and other relevant stakeholders and enhance access to—and use of—climate information services and validated climate-smart agriculture technologies in IDA- eligible countries in Africa The development objective of Accelerating Impacts of CGIAR Climate Research for Africa Project aims to strengthen the capacity of targeted CCAFS (CGIAR Research Program on Climate Change, Agriculture and Food Security) partners and stakeholders, and to enhance access to climate information services and validated climate-smart agriculture technologies in IDA-eligible countries in Africa. This project has four components. 1) The first component, Knowledge Generation and Sharing, aims to support generation and sharing of knowledge products and tools designed to address critical gaps in the design and provision of agricultural climate services, enable climate-informed investment planning, and contribute to the design of policies to promote uptake of climate smart agriculture (CSA) practices at the regional, sub-regional and national levels. 2) The second component, Strengthening Partnerships for Delivery, aims to strengthen the capacities of key regional and national institutions in Sub-Saharan Africa along the research-to-development continuum for anticipating climate effects and accelerating identification, prioritization, and uptake of best-bet adaptive measures. 3) The third component, : Validating Climate-Smart Agriculture Innovations through Piloting, aims to support testing and validation of CSA technologies in research stations and in farmers’ fields and linking of validated CSA technology packages to technology transfer systems. 4) The fourth component, Project Management, aims to support day-to-day implementation, coordination, supervision and overall communication and management  of project activities and results.",1.0137362,0.9563545,0.058018222
P146933,2016,0.0,0.0,0.0,"Urban Development and Poor Neighborhood Upgrading Project  The project development objectives are to: (1) improve access to infrastructure and basic services for people living in selectedunplanned settlements in Brazzaville and Pointe Noire; and (2) strengthen government and municipal capacity for urban upgrading.
 The development objectives of the Urban Development and Neighborhood Upgrading Project for Republic of Congo are to: (i) improve access to infrastructure and basic services for people living in selected unplanned settlements in Brazzaville and Pointe Noire; and (ii) strengthen government and municipal capacity for urban upgrading. The project comprises of three components. The first component, integration and neighborhood upgrading objective is to provide access to infrastructure and basic services in targeted neighborhoods and improve connectivity and network integration with the rest of the city. It consists of following two sub-components: (i) connectivity and network investment program; and (ii) upgrading investments. The second component, development of institutions and capacity objective is to institute an integrated approach to upgrading existing unplanned settlements and to reduce the emergence of new unplanned settlements. It consists of following four sub-components: (i) community facilitation; (ii) neighborhood upgrading plans; (iii) urban sector organization and regulation; and (iv) city-level institution building. The third component, project management, coordination, and evaluation will fund incremental operating costs for the project coordination unit (PCU).",0.010609264,-0.0003951704,-0.00066749565
P129342,2016,0.0,0.0,0.0,"Piaui: Pillars of Growth and Social Inclusion Project  The objective of the project is to: (a) reduce dropout of students in public secondary education; (b) increase access to diagnosis and treatment for patients with chronic diseases; (c) expand the registration of groundwater users in rural areas and land tenureregularization; and (d) increase the participation of poor family farmers in rural productive value chains. 
 The development objective of the Piaui Pillars of Growth and Social Inclusion Project for Brazil is to: (a) reduce dropout of students in public secondary education; (b) increase access to diagnosis and treatment for patients with chronic diseases; (c) expand the registration of groundwater users in rural areas and land tenure regularization; and (d) increase the participation of rural family farmers in rural productive value chains. The project comprises of two components. The first component, provision of support for the implementation of eligible expenditure programs (EEPs) consists of following five sub-components: (i) improving retention in public secondary education; (ii) expanding access to health care for patients with chronic diseases; (iii) expanding the registration of groundwater users; (iv) strengthening real property rights; and (v) strengthening participation of rural family farmers in rural productive value chains. The second component, provision of technical assistance to strengthen the Borrower’s public management consists of following three sub-components: (i) modernize expenditure and investment management in the public sector; (ii) build the Borrower’s capacity for water resources management, land management, and rural development; and (iii) generate evidence to support policy-making and practice in education, health, gender, and citizen engagement.",0.0050750514,0.0050936006,0.003250422
P160748,2017,0.0,0.0,0.0,"Nepal School Sector Development Program  The Program Development Objective is to improve the quality, equitable access, and efficiency of basic and secondary education in Nepal by supporting the Government's School Sector Development Program. The development objective of the School Sector Development Program for Nepal is to improve the quality, equitable access, and efficiency of basic and secondary education in Nepal by supporting the Government’s School Sector Development Program. Nepal presents unique challenges and opportunities for development.Nepal continues to transition from a postconflict status and through a complex and challenging political landscape.The Government’s Development Strategy 2030 aspires to have Nepal achieve the Sustainable Development Goals (SDGs).Other key achievements under the SSRP include the following: (a) initiation and completion of several rounds of National Assessment of Student Achievement (NASA); (b) initiation of Early Childhood Education and Development (ECED) as an important element of basic education and the early grade reading (EGR) program; and (c) continued implementation of the EMIS to regularly collect school-level data, which are being used for planning purposes, including for the allocation of PCF to schools and the bottom-up budgeting process of the Department of Education (DOE) whereby District Education Offices (DEOs) make budget proposals through their district-level annual work plans and budgets (AWPBs), which in turn are informed by school improvement plans (SIPs) submitted by schools.Despite the achievements, much remains to be done on learning outcomes, equitable access, and system strengthening. The most pressing challenge going forward is low and unequal quality of school education at basic and secondary education.urthermore, learning outcomes vary significantly by geography, school, and individual/household characteristics. The proposed PforR is well aligned with the World Bank Group’s Nepal Country Partnership Strategy (CPS) 2014–2018.The proposed Program will support the Government’s School Sector Development Program (SSDP), which has set the following goals: (a) to contribute to socioeconomic development and reduce disparities through inclusive development of its human resources and (b) to facilitate all citizens with opportunities to become functionally literate and numerate and to develop the basic life skills and knowledge required to enjoy a productive life taking into account the diversity of context and needs including the forthcoming federal structure of the country. The SSDP aims to achieve these goals through improvements in equity, quality, efficiency, governance, and management of the school education sector. he proposed PforR operation is also consistent with the World Bank’s Education Strategy for Nepal that is focused on improving student learning outcomes and skills attainment using the following three pillars: (a) alignment of performance incentives at each level of service delivery—central, district, school, and classroom; (b) system strengthening for improved service delivery; and (c) consistent and cross-cutting focus on the labor market.The World Bank has been a longstanding partner in the education sector, including the school sector through a series of SWAp programs such as the EFA (2004–2009) and SSRP (2009–2016).The World Bank’s value added, in addition to the financing support, is on bringing global expertise and the learning from the best practices and lessons from interventions in countries across the world, thereby building linkages and maximizing synergies across crosscutting solution areas and better informing the World Bank’s operational and analytical work in the country.",-0.014036773,0.002792268,-0.01366279
P123323,2013,0.09,0.0,0.09,"Ningbo Municipal Solid Waste Minimization and Recycling Project The project development objective (PDO) is to assist selected districts in Ningbo Municipality to increase the volume and proportion of municipal solid waste recycled with processes for waste separation at source and recycling. The development objective of the Ningbo Municipal Solid Waste Minimization and Recycling Project for China is to assist selected districts in Ningbo Municipality to increase the volume and proportion of municipal solid waste recycled with processes for waste separation at source and recycling. The project has four components. The first component is municipal solid waste separation, collection, sorting and transportation. This component will help in strengthening the waste management system in six urban districts (Haishu, Jiangdong, Jiangbei, Beilun, Zhenhai, and Yinzhou, including the national hi-tech park and Dongqian lake recreation area. The second component is kitchen waste treatment. This component will help in construction of a treatment plant in Yinzhou district to process kitchen waste from households and markets. The third component is project implementation support. This component will provide technical advisory services and support for the introduction, of: (a) a citywide program for public and community mobilization, education, awareness-raising to encourage waste separation throughout the project period; (b) output-based incentive payments to Neighborhood Residents Committees (NRCs) to encourage waste separation; (c) output-based incentive payments for restaurants that install and operate oil-water separators; (d) rules and regulations for solid waste separation; (e) a municipal solid waste pricing policy; (f) assessment of bio-chemical characteristics of domestic solid waste and new treatment technologies; and (g) solid waste information management system. The fourth component is capacity building and project management support. This component will provide technical advisory services for: (i) design review, advisory services, construction supervision, project management and monitoring; (ii) training in waste minimization and municipal solid waste management for staff at neighborhood, sub-district, district, and municipal levels; and (iii) external monitoring and evaluation of performance in waste separation.",0.08454917,-0.008211971,0.09635574
P130903,2014,0.0,0.0,0.0,"MA Accountability and Transparency DPL The First Transparency and Accountability DPL is the first operation in a new governance programmatic series initiated after the adoption of a new Constitution in Morocco, on July 1, 2011, in the regional context of the Arab Spring.
The objective of this DPL series is to support the concretization of key new constitutional governance principles and rights, aimed at increasing transparency, accountability and enhancing citizen engagement and access to information. The DPL supports the first phase of the Government's program to implement the Constitution's key governance principles and rights. The objective of this First Transparency and Accountability Development Policy Loan (DPL) Program for Morocco is to support the concretization of key new constitutional governance principles and rights, aimed at increasing transparency and accountability and enhancing citizen engagement and access to information. The series supports structural reforms strengthening economic governance across the public sector and new policies fostering more inclusive and open governance. The DPL has been prepared jointly with the European Union (EU) and the African Development Bank (AfDB), leveraging a further US$ 250 million in support of common key policy actions such as the budget, procurement and open governance reforms. The programmatic approach is warranted by the scope and depth of the government's governance reform program, the implementation of which will require time, assistance, and flexibility. This operation is complemented by the transition fund project supporting the implementation of Morocco's new governance framework. This US$ 4 million grant provides technical assistance for the implementation of structural reforms fostering public engagement; performance based budgeting and fiscal decentralization. The series adopts a holistic and integrated approach to enhance its impact. It is supporting governance reforms across the public sector covering the central government; State owned Enterprises, or SoEs and agencies, local governments as well as inter-governmental relations. The Bank has provided policy advice and technical assistance for the design of most policy measures and laws supported by this DPL, with the support from the MNA multi-donor trust fund. The transition fund governance project will support the implementation of these structural reforms. While building on the long-standing engagement with public administration reform, under the Public Administration Reform Loan (PARL) series, this program supports the concretization of the performance budgeting reform through the adoption and implementation of the new organic budget law and procurement decree. This DPL series also delves into new reform areas derived from the constitution such as access to information, public petitions, as well as into the governance of SoEs and local finances.",0.008901504,0.012833421,-0.0034456998
P173806,2020,0.0,0.0,0.0,"Malawi COVID-19 Emergency Response and Health Systems Preparedness Project To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness and provide immediate and effective response to an eligible crisis or emergency. The purpose of the COVID-19 Emergency Response and Health Systems Preparedness Project in Malawi is to prevent, detect and respond to the threat posed by COVID-19 (Coronavirus) and strengthen national systems for public health preparedness. This project consists of three components. Component one will provide immediate support to Malawi to prevent the spread of COVID-19 (Coronavirus) through surveillance and containment strategies. There are two subcomponents: (i) Case Detection, Confirmation, Contact Tracing, Recording, Reporting, and; (ii) Health System Strengthening. Component two will support strengthening the capacity of the public health system for preparedness and respond to COVID-19 (Coronavirus) pandemic and to future pandemics and other threats to health security. Component three will lead coordination of Project activities, as well as fiduciary tasks of procurement and financial management (FM), Management and Evaluation (M&E) and environmental and social safeguards.",-0.008663796,0.00595897,-0.0025705143
P164486,2019,0.24,0.2,0.04,"Agricultural Productivity Program for Southern Africa - Angola & Lesotho To increase the availability of improved agricultural technologies in participating countries in the Southern Africa Development Community (SADC) region. The development objective of the Agricultural Productivity Program (APP) Project for Angola, Lesotho, and Center for Coordination of Agricultural Research and Development for Southern Africa is to increase the availability of improved agricultural technologies in participating countries in the Southern Africa Development Community (SADC) region. The project comprises of four components. The first component, technology generation and dissemination will finance innovative research and development (R and D) technology generation and dissemination activities associated with the commodity groups or technology themes being targeted by countries participating in APP Southern Africa (SA). The second component, strengthening the institutional and enabling environment for technology adoption will finance: (i) upgrading of research infrastructure including rehabilitation and construction of on-farm infrastructure, the estacao experimental agricola (agricultural research stations) (EEAs) and campo experimental agrícola (agricultural research fields) (CEAs) research laboratory, and research and office equipment; and information technology and knowledge management systems; (ii) upgrading of infrastructure for sanitary and phytosanitary (SPS) management and regulatory systems; (iii) improving institutional administration and performance management systems within regional center of leadership (RCoLs); (iv) developing human capital, with special focus on promoting women scientists, by providing scientific or technical training at the post graduate level and by upgrading skills through short courses or targeted training, and scientific exchanges; (v) strengthening seed production capacity, seed regulatory functions, and related services, and (vi) improving national research regulatory system to facilitate national agricultural research system (NARS) functionality and implementation of research and dissemination activities. The third component, contingency emergency response component will be implemented should the need arise to redirect some project resources to contribute to responding to an eligible emergency or crisis. The fourth component, project management, monitoring and evaluation, and regional coordination will finance: (i) overall program management; (ii) national and regional coordination; and (iii) monitoring and commission of independent impact evaluation of results.",0.24148412,0.20538384,0.0362576
P158504,2017,0.77,0.77,0.0,"Lao Road Sector Project 2  (LRSP2) The Project Development Objective (PDO) is to improve climate resilience and strengthen maintenance systems for a reliable road network in Lao PDR, and to provide immediate and effective response in case of an Eligible Crisis or Emergency. The development objective of the Second Road Sector Project for Laos is to strengthen maintenance systems to improve reliable road connectivity in Lao People’s Democratic Republic (PDR), and to provide immediate and effective response in case of an eligible crisis or emergency. The project comprises of four components. The first component, climate resilient road maintenance will finance the climate resilient periodic maintenance and routine maintenance works program in Phongsaly, Houaphan, Oudomxay, Xiengkhouang, Xayabouly, and Bolikhamxay provinces, including technical assistance for design and supervision of works. The second component, institutional strengthening will provide technical assistance, goods, training, and operating costs for: (a) strategic planning and financing; (b) sector governance; (c) climate resilient road asset management; and (d) capacity building. The third component, project management will provide technical and operational assistance for the day-to-day management, monitoring and evaluation of the project, and the carrying out of technical and financial audits. The fourth component, contingent emergency response will finance public and private sector expenditures on a positive list of goods and or specific works, goods, services, and emergency operation costs required for emergency recovery.",0.7471065,0.76349634,0.010584461
P130164,2014,0.0,0.0,0.0,"Rajasthan Road Sector Modernization Project The project development objective is to improve rural connectivity, enhance road safety and strengthen road sector managementcapacity of the state of Rajasthan. The development objective of the Rajasthan Road Sector Modernization Project for India is to improve rural connectivity, enhance road safety, and strengthen road sector management capacity of the state of Rajasthan. The project has three components. The first component is rural connectivity improvement. This component will support construction of about 2500 kilometer (km) rural roads to provide connectivity to about 1,300 revenue villages with population between 250 and 499 people in the areas of the state not covered by Pradhan Mantri Gram Sadak Yojana (PMGSY) and introduce good practices of cost effective low volume technologies. The second component is road sector modernization and performance enhancement. This component will support implementation of a road sector modernization plan (RSMP) in the following key areas: improved policy framework; modernization of engineering practices and business procedures; sustainable asset management; institutional and human resource development; preparing a pipeline of feasible projects for implementation; and enhancing governance and accountability in public works department (PWD). The third component is road safety management. This component will support the strengthening of road safety management systems in Rajasthan with the objective of reducing the number of fatalities and serious injuries from traffic accidents in the state.",0.0067826407,0.018552804,0.0100057
